City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
371,Berlevag,70.8578,29.0864,37.2,80,20,4.61,few clouds
372,Davidson,36.1501,-86.7833,67.03,46,0,6.91,clear sky
373,Tucuma,-0.1833,-50.05,79.14,76,93,8.1,overcast clouds
374,Taoudenni,22.6783,-3.9836,88.59,19,66,8.08,broken clouds
375,Aswan,24.0934,32.907,84.51,21,0,9.62,clear sky
376,Zakopane,49.299,19.9489,45.99,92,100,1.99,overcast clouds
377,Mayo,38.8876,-76.5119,63.95,95,100,14.97,overcast clouds
378,Port Macquarie,-31.4333,152.9167,62.89,60,71,8.61,broken clouds
379,Belaya Gora,68.5333,146.4167,26.78,71,96,4.45,overcast clouds
380,Chara,56.9064,118.2631,27.72,62,100,5.35,overcast clouds
381,Nizwa,22.9333,57.5333,74.77,72,0,1.36,clear sky
382,Goderich,43.7501,-81.7165,58.91,88,2,11.5,clear sky
383,Bengkulu,-3.8004,102.2655,79.97,79,100,4.38,overcast clouds
384,Vestmannaeyjar,63.4427,-20.2734,46.9,84,100,36.89,overcast clouds
385,Popondetta,-8.7537,148.2534,92.66,45,21,8.86,few clouds
386,Dingle,10.9995,122.6711,85.89,71,100,8.57,overcast clouds
387,Dhidhdhoo,6.8833,73.1,80.29,80,100,15.23,overcast clouds
388,Puerto Colombia,10.9878,-74.9547,77.09,78,100,5.59,overcast clouds
389,Victoria,22.2855,114.1577,87.96,79,15,11.01,few clouds
390,Callaway,30.153,-85.5699,73.98,51,0,5.75,clear sky
391,Cuenca,-2.8833,-78.9833,55.53,82,75,3.44,broken clouds
392,Gurmatkal,16.8667,77.4,72.88,83,76,8.55,broken clouds
393,Basco,20.4487,121.9702,83.73,77,19,14.67,few clouds
394,Pacific Grove,36.6177,-121.9166,62.42,85,100,7.0,overcast clouds
395,Fort Nelson,58.8053,-122.7002,60.39,72,75,9.22,broken clouds
396,Ryotsu,38.0833,138.4333,74.43,65,26,2.55,scattered clouds
397,Umtata,-31.5889,28.7844,57.92,91,77,2.93,broken clouds
398,Rudbar,30.15,62.6,68.54,24,0,11.79,clear sky
399,Kaitangata,-46.2817,169.8464,53.83,62,62,9.24,broken clouds
400,Catuday,16.2923,119.8062,82.6,71,47,4.81,scattered clouds
401,Havoysund,70.9963,24.6622,41.23,73,22,10.76,few clouds
402,Gat,31.61,34.7642,76.41,100,0,1.74,clear sky
403,Necochea,-38.5473,-58.7368,51.75,89,0,8.77,clear sky
404,Gonen,40.1049,27.654,81.01,14,100,7.7,overcast clouds
405,Wonthaggi,-38.6044,145.5913,60.82,65,0,6.87,clear sky
406,Kidal,18.4411,1.4078,81.41,50,19,9.57,light rain
407,Ambilobe,-13.2,49.05,61.88,83,0,4.41,clear sky
408,Ancud,-41.8697,-73.8203,44.62,77,100,3.76,overcast clouds
409,Methoni,36.8197,21.7049,76.21,83,11,20.42,few clouds
410,Naryan-Mar,67.6713,53.087,37.87,97,100,10.07,overcast clouds
411,Avera,33.194,-82.5271,68.05,63,55,5.08,broken clouds
412,Rincon,32.296,-81.2354,69.85,72,0,3.44,clear sky
413,Gashua,12.871,11.0482,84.18,52,70,10.11,broken clouds
414,Oliveira Dos Brejinhos,-12.3169,-42.8961,76.39,54,22,7.87,few clouds
415,Berdigestyakh,62.0989,126.6992,28.87,57,100,7.16,overcast clouds
416,Maniitsoq,65.4167,-52.9,35.24,74,45,7.36,scattered clouds
417,Sambava,-14.2667,50.1667,68.49,78,83,10.65,light rain
418,Almansa,38.8692,-1.0971,57.07,62,2,2.77,clear sky
419,Poum,-20.2333,164.0167,74.16,62,100,9.53,overcast clouds
420,Ati,13.2154,18.3353,83.8,50,19,4.7,few clouds
421,Bairiki,1.3292,172.9752,82.4,89,75,11.5,broken clouds
422,Honiara,-9.4333,159.95,84.76,71,31,2.71,scattered clouds
423,Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,40,40,15.66,scattered clouds
424,Tadine,-21.55,167.8833,75.45,66,100,3.11,overcast clouds
425,Madang,-5.2246,145.7966,84.81,69,79,6.53,broken clouds
426,Nagtipunan,16.2167,121.6,84.13,69,95,4.25,overcast clouds
427,Banjar,-8.19,114.9675,86.16,70,72,0.85,broken clouds
428,Russell,32.3502,-85.1999,71.2,72,0,0.0,clear sky
429,Meulaboh,4.1363,96.1285,79.07,83,100,6.22,overcast clouds
430,Kushima,31.4583,131.2333,81.05,60,1,7.72,clear sky
431,Novikovo,51.1537,37.8879,57.2,85,99,4.76,overcast clouds
432,Bizhbulyak,53.6967,54.2642,47.05,52,98,11.12,overcast clouds
433,Klaksvik,62.2266,-6.589,50.92,85,100,25.08,overcast clouds
434,Aksarayskiy,46.7924,48.0119,61.75,79,86,7.23,overcast clouds
435,Talakan,50.3167,130.3667,43.59,88,100,5.17,moderate rain
436,Denpasar,-8.65,115.2167,82.06,88,40,5.75,scattered clouds
437,North Bend,43.4065,-124.2243,62.17,91,0,6.91,clear sky
438,Felanitx,39.4696,3.1483,62.13,66,0,4.14,clear sky
439,Verkhnyaya Toyma,62.2349,44.9985,44.56,87,100,4.34,overcast clouds
440,Harper,4.375,-7.7169,75.7,89,100,10.0,light rain
441,Atar,20.5169,-13.0499,80.15,29,0,5.26,clear sky
442,Carutapera,-1.195,-46.02,77.47,83,36,6.69,scattered clouds
443,Srem,52.0887,17.0151,53.78,82,100,15.57,overcast clouds
444,Tay Ninh,11.3,106.1,77.16,91,99,4.47,overcast clouds
445,Chico,39.7285,-121.8375,84.29,36,0,5.75,clear sky
446,Lufilufi,-13.8745,-171.5986,85.78,75,47,21.83,scattered clouds
447,Linhares,-19.3911,-40.0722,66.49,81,19,0.72,few clouds
448,Salalah,17.0151,54.0924,78.89,89,75,3.44,broken clouds
449,Severnyy,50.677,36.5532,55.44,100,100,6.71,fog
450,Inza,53.8533,46.3586,55.72,88,100,5.01,overcast clouds
451,Yurkivka,49.0126,31.1013,62.91,78,100,14.92,light rain
452,Pavlovka,52.6897,47.1405,54.28,94,100,8.08,overcast clouds
453,Richards Bay,-28.783,32.0377,68.9,82,100,10.33,overcast clouds
454,Elko,41.0002,-115.5012,59.65,32,39,5.01,scattered clouds
455,Lunel,43.6778,4.1361,62.51,82,0,3.44,clear sky
456,Taonan,45.3333,122.7833,66.31,59,0,9.75,clear sky
457,Los Llanos De Aridane,28.6585,-17.9182,67.75,79,100,8.05,overcast clouds
458,Sao Miguel Dos Campos,-9.7811,-36.0936,69.3,87,2,2.95,clear sky
459,Mehamn,71.0357,27.8492,35.55,100,100,1.14,overcast clouds
460,Yauya,-8.9833,-77.3,50.13,74,86,5.84,overcast clouds
461,Kharabali,47.4196,47.2568,61.88,78,59,8.25,broken clouds
462,Springdale,36.1867,-94.1288,64.31,56,0,3.44,clear sky
463,Batticaloa,7.7102,81.6924,82.62,65,100,15.21,overcast clouds
464,Caravelas,-17.7125,-39.2481,72.48,76,91,7.14,overcast clouds
465,Altamont,42.2068,-121.7372,63.99,50,0,6.91,clear sky
466,Biscarrosse,44.3945,-1.1672,62.55,100,100,3.44,overcast clouds
467,Ulaangom,49.9811,92.0667,30.78,33,5,2.17,clear sky
468,Jatai,-17.8814,-51.7144,75.06,60,46,3.65,scattered clouds
469,Newcastle,-32.9272,151.7765,65.08,63,40,12.66,light rain
470,Fuerte Olimpo,-21.0415,-57.8738,71.47,73,4,4.72,clear sky
471,Werda,-25.2667,23.2833,68.52,27,4,4.07,clear sky
472,Oyama,36.3,139.8,79.59,38,26,2.3,scattered clouds
473,Garhi Khairo,28.0606,67.9803,78.73,54,0,4.34,clear sky
474,Mundybash,53.211,87.2983,26.76,87,49,2.3,scattered clouds
475,Kadi,23.3,72.3333,80.46,81,0,5.14,clear sky
476,Wattegama,6.7989,81.4808,81.1,65,100,7.16,overcast clouds
477,Lensk,60.7253,114.9278,30.11,61,99,7.76,overcast clouds
478,Sasovo,54.3537,41.9199,60.12,96,99,3.0,overcast clouds
479,Acapulco,16.8634,-99.8901,82.22,78,75,4.61,broken clouds
480,Grindavik,63.8424,-22.4338,48.15,93,100,31.07,light intensity drizzle
481,Garissa,-0.4536,39.6401,71.71,82,71,13.73,broken clouds
482,Cidreira,-30.1811,-50.2056,57.83,90,2,8.32,clear sky
483,Zyryanovsk,49.7386,84.2719,29.07,49,0,1.45,clear sky
484,Makushino,55.2103,67.2442,29.12,58,90,7.56,overcast clouds
485,Serebryanyy Bor,56.8,124.8,26.29,79,99,12.73,light snow
486,Svetlogorsk,52.6333,29.7333,51.1,89,100,7.34,overcast clouds
487,Balotra,25.8333,72.2333,79.16,66,0,8.63,clear sky
488,Kiomboi,-4.2667,34.3667,61.66,68,10,0.63,clear sky
489,Omboue,-1.5746,9.2618,74.48,92,100,5.55,light rain
490,Aguimes,27.9054,-15.4461,68.63,78,20,13.8,few clouds
491,Alghero,40.5589,8.3181,68.09,83,0,5.75,clear sky
492,Alofi,-19.0595,-169.9187,78.69,65,90,13.8,overcast clouds
493,Flinders,-34.5833,150.8552,64.18,70,40,4.0,scattered clouds
494,Aloleng,16.1307,119.7824,85.37,66,23,4.56,few clouds
495,Jalostotitlan,21.2,-102.4667,64.02,35,100,4.94,overcast clouds
496,Evensk,61.95,159.2333,35.17,78,98,6.98,overcast clouds
497,Mbandaka,0.0487,18.2603,70.02,97,100,3.47,overcast clouds
498,Burnie,-41.0667,145.9167,59.92,66,50,9.57,scattered clouds
499,Yaan,7.3833,8.5667,72.05,96,100,6.6,overcast clouds
500,Blackfoot,43.1905,-112.345,52.05,60,46,2.04,scattered clouds
501,Smidovich,48.6,133.8167,55.56,66,100,8.05,overcast clouds
502,Sapa,5.1544,120.3241,82.87,75,58,2.71,broken clouds
503,Georgiyevka,43.0369,74.7114,33.84,55,0,4.47,clear sky
504,Valdivia,-39.8142,-73.2459,48.29,88,100,2.95,overcast clouds
505,Waipawa,-41.4122,175.5153,47.88,98,100,12.03,light rain
506,Sydney,-33.8679,151.2073,67.55,62,40,10.36,scattered clouds
507,Orel-Izumrud,43.4583,39.9244,60.82,82,34,8.95,scattered clouds
508,Ust-Nera,64.5667,143.2,24.08,85,100,3.15,overcast clouds
509,Vallenar,-28.5708,-70.7581,63.23,49,0,0.85,clear sky
510,Chlorakas,34.8042,32.4083,70.68,53,0,0.0,clear sky
511,Tibati,6.4667,12.6333,65.41,98,97,2.8,light rain
512,Half Moon Bay,37.4636,-122.4286,66.49,84,100,12.66,overcast clouds
513,Jiayuguan,39.8167,98.3,37.53,21,100,6.98,overcast clouds
514,Constitucion,-35.3333,-72.4167,53.2,86,2,5.59,clear sky
515,Talnakh,69.4865,88.3972,27.21,96,100,4.68,overcast clouds
516,Trairi,-3.2778,-39.2689,77.77,85,40,12.88,scattered clouds
517,Santiago Del Estero,-27.7951,-64.2615,73.44,31,31,12.17,scattered clouds
518,Matamoros,25.5333,-103.25,82.51,32,75,6.91,broken clouds
519,Pavino,59.1139,46.1414,51.58,98,100,7.58,overcast clouds
520,Chunhuhub,19.55,-88.6833,74.26,57,99,3.4,overcast clouds
521,Banda Aceh,5.5577,95.3222,83.12,68,100,10.02,overcast clouds
522,Samarai,-10.6167,150.6667,83.28,73,45,12.01,scattered clouds
523,Magadan,59.5667,150.8,40.53,43,21,2.08,few clouds
524,Comodoro Rivadavia,-45.8667,-67.5,46.26,71,0,5.75,clear sky
525,Milas,37.3164,27.7839,63.75,77,0,3.44,clear sky
526,Stornoway,58.2093,-6.3865,50.94,89,75,12.66,broken clouds
527,Luwuk,-0.9516,122.7875,87.53,58,77,3.36,broken clouds
528,San Policarpo,12.1791,125.5072,83.86,76,82,7.4,broken clouds
529,Zhezkazgan,47.8043,67.7144,26.58,46,0,11.18,clear sky
530,Ewa Beach,21.3156,-158.0072,87.75,61,100,12.66,overcast clouds
531,Woodward,36.4337,-99.3904,72.52,36,0,8.05,clear sky
532,Okhotsk,59.3833,143.3,41.18,46,24,8.68,few clouds
533,Payo,-3.7508,103.6372,75.25,94,100,1.25,overcast clouds
534,Hit,33.6416,42.8251,77.97,20,0,8.84,clear sky
535,Kerrobert,51.9168,-109.1348,53.65,50,0,8.48,clear sky
536,Hammerfest,70.6634,23.6821,39.65,75,75,9.22,broken clouds
537,Vung Tau,10.346,107.0843,79.29,83,100,2.53,moderate rain
538,Zhangjiakou,40.81,114.8794,64.53,74,82,3.85,broken clouds
539,Arlit,18.7369,7.3853,89.15,32,5,5.3,clear sky
540,Gizo,-8.103,156.8419,83.68,67,17,2.19,light rain
541,Tranas,58.0372,14.9782,46.38,94,100,3.98,light rain
542,Siuna,13.7332,-84.7773,72.59,97,100,3.06,overcast clouds
543,Tocopilla,-22.092,-70.1979,61.88,63,2,3.2,clear sky
544,Marsh Harbour,26.5412,-77.0636,82.35,73,6,2.93,clear sky
545,Marystown,47.1666,-55.1483,54.34,87,100,11.68,overcast clouds
546,Hvide Sande,56.0045,8.1294,53.1,82,58,20.13,broken clouds
547,San Quintin,30.4833,-115.95,68.04,75,0,12.17,clear sky
548,Conceicao Do Araguaia,-8.2578,-49.2647,88.59,21,96,2.44,overcast clouds
549,Cuamba,-14.8031,36.5372,68.0,44,1,3.87,clear sky
550,Lancaster,40.2504,-76.2499,58.5,84,100,14.97,overcast clouds
551,Clyde River,70.4692,-68.5914,25.03,86,40,10.36,scattered clouds
552,Rtishchevo,52.2604,43.7874,57.31,95,100,12.35,overcast clouds
553,Koumac,-20.5667,164.2833,77.81,49,94,7.56,overcast clouds
554,Port Said,31.2565,32.2841,77.92,76,0,2.33,clear sky
555,Valparaiso,-33.0393,-71.6273,57.0,94,100,3.44,haze
556,Colac,-38.3333,143.5833,61.18,44,2,4.92,clear sky
557,Tucuman,-26.8241,-65.2226,59.0,77,0,5.75,clear sky
558,Lata,40.1629,-8.3327,55.08,58,23,3.33,few clouds
559,Azul,-36.777,-59.8585,55.26,65,87,3.22,overcast clouds
560,Hato Mayor,18.7629,-69.256,73.76,91,60,4.03,broken clouds
561,Aksum,14.1245,38.7244,58.15,67,40,1.9,scattered clouds
562,Iquique,-20.2208,-70.1431,57.24,66,16,2.26,few clouds
563,Crestview,30.7621,-86.5705,74.48,63,0,4.61,clear sky
564,Fairbanks,64.8378,-147.7164,49.6,73,100,5.75,overcast clouds
565,Aksarka,66.5606,67.7975,31.87,93,100,14.2,overcast clouds
566,Muravlenko,63.7898,74.523,29.52,69,100,15.79,overcast clouds
567,Ranchi,23.35,85.3333,77.11,94,40,3.44,haze
568,Tazovskiy,67.4667,78.7,29.95,70,100,11.01,overcast clouds
569,Miracema Do Tocantins,-9.5618,-48.3967,86.13,31,40,4.97,scattered clouds
570,Preobrazheniye,42.9019,133.9064,62.38,74,100,13.0,overcast clouds
571,Vredendal,-31.6683,18.5012,55.29,74,32,3.29,scattered clouds
572,Tacoronte,28.4769,-16.4102,63.32,87,100,4.61,overcast clouds
573,Ambo,-10.1308,-76.2047,60.96,84,86,3.47,overcast clouds
574,Thongwa,16.7619,96.5278,78.96,84,100,4.23,overcast clouds
575,Konstantinovskoye,45.2992,42.6367,63.18,58,100,4.54,overcast clouds
576,Codrington,-38.2667,141.9667,60.62,72,94,7.49,overcast clouds
577,Sao Jose Da Coroa Grande,-8.8978,-35.1478,73.96,84,43,10.02,scattered clouds
578,Kudahuvadhoo,2.6708,72.8944,82.06,75,76,18.7,light rain
579,Robertsport,6.7533,-11.3686,76.91,85,100,8.7,light rain
580,Kyra,49.5776,111.9753,32.11,38,100,14.43,overcast clouds
581,Yanam,16.7333,82.2167,75.27,96,100,3.53,overcast clouds
582,Kulhudhuffushi,6.6221,73.07,80.29,79,100,15.3,light rain
583,Tongliao,43.6125,122.2653,72.07,50,0,11.92,clear sky
584,Havelock,34.8791,-76.9013,71.55,92,14,3.76,few clouds
585,Tuensang,26.2833,94.8333,75.16,86,88,1.45,overcast clouds
586,Sabha,27.0377,14.4283,83.62,17,0,11.07,clear sky
587,Putina,-15.4667,-69.4333,45.9,70,19,6.85,few clouds
588,Marzuq,14.4,46.4667,71.76,48,8,3.69,clear sky
589,Tobermory,45.2501,-81.6665,55.15,60,0,27.02,clear sky
590,Erenhot,43.6475,111.9767,58.95,57,99,9.17,overcast clouds
591,Lorengau,-2.0226,147.2712,83.37,76,37,9.84,scattered clouds
592,Ayagoz,47.9714,80.4392,27.19,64,7,14.2,clear sky
593,Dakar,14.6937,-17.4441,77.88,77,17,11.25,few clouds
594,Biltine,14.5333,20.9167,84.47,22,47,5.73,scattered clouds
595,Palana,59.1167,159.9667,36.32,90,100,2.26,light rain
596,Coahuayana,18.7333,-103.6833,77.11,90,99,2.68,overcast clouds
597,Mudgee,-32.5943,149.5871,61.79,48,29,3.83,scattered clouds
598,Hukuntsi,-24.0,21.75,70.12,26,30,9.19,scattered clouds
599,Perumpavur,10.1333,76.4833,78.71,94,75,3.44,mist
600,Bandarbeyla,9.4942,50.8122,75.56,82,87,22.15,overcast clouds
601,Buchanan,5.8808,-10.0467,75.54,91,100,5.66,light rain
602,Tatvan,38.5067,42.2817,56.82,63,0,7.58,clear sky
603,Cabangahan,9.0781,122.9469,87.58,70,87,7.92,overcast clouds
604,Hobyo,5.3505,48.5268,75.87,86,9,19.01,clear sky
605,Praia Da Vitoria,38.7333,-27.0667,72.75,88,20,18.39,few clouds
606,Mumbwa,-14.9783,27.0619,70.23,33,0,10.71,clear sky
607,Katete,-0.7818,29.7544,59.81,95,99,2.53,overcast clouds
608,Gwadar,25.1216,62.3254,78.44,81,14,4.54,few clouds
609,Nosy Varika,-20.5833,48.5333,66.34,80,95,3.02,overcast clouds
610,Anito,12.4497,125.2886,83.75,79,95,7.65,overcast clouds
611,Beaune,47.0833,4.75,53.62,99,100,5.28,overcast clouds
612,Narrabri,-30.3167,149.7833,65.52,60,21,1.01,light rain
613,Touba,8.2833,-7.6833,69.12,97,100,1.86,moderate rain
614,Vila Velha,-20.3297,-40.2925,71.55,84,75,4.61,broken clouds
615,Antropovo,58.3988,43.0066,53.31,97,100,6.46,heavy intensity rain
616,Craig,40.5153,-107.5464,53.55,71,20,0.0,few clouds
617,Reyes,-14.3167,-67.3833,72.18,68,3,1.72,clear sky
618,Afrikanda,67.4429,32.7828,29.89,93,94,5.75,overcast clouds
619,Hanzhong,33.0728,107.0303,70.63,86,86,1.03,overcast clouds
620,Weligama,5.9667,80.4167,80.15,82,100,15.66,overcast clouds
621,Gallipoli,40.4103,26.6708,75.06,52,100,8.68,light rain
622,Beloye,48.4952,39.0505,63.03,78,100,5.01,overcast clouds
623,Skegness,53.1436,0.3363,54.05,87,96,15.08,overcast clouds
624,Brae,60.3964,-1.353,52.65,88,100,17.22,light rain
625,Taguatinga,-12.3857,-46.5711,85.86,35,37,7.74,scattered clouds
626,Clyde,41.3042,-82.9752,61.56,79,98,12.46,overcast clouds
627,Nagato,34.3833,131.2,78.33,59,37,4.97,scattered clouds
628,Wanaka,-44.7,169.15,41.23,96,84,1.1,broken clouds
629,Tole,44.7167,33.8167,68.95,65,72,6.98,broken clouds
630,Narsaq,60.9167,-46.05,35.82,91,100,5.17,overcast clouds
631,Pecos,31.4229,-103.4932,79.3,29,0,10.36,clear sky
632,Xuddur,4.1213,43.8894,69.39,76,18,12.39,few clouds
633,Mareeba,-17.0,145.4333,86.43,52,72,5.48,broken clouds
634,Calvinia,-31.4707,19.776,58.96,26,40,5.21,scattered clouds
635,Barentu,15.1139,37.5928,72.63,66,5,4.92,clear sky
636,Molokovo,58.1661,36.7628,45.21,96,100,10.31,moderate rain
637,Korem,12.5058,39.5228,56.59,67,50,2.71,scattered clouds
638,Iquitos,-3.7481,-73.2472,77.04,78,100,2.3,overcast clouds
639,El Tigre,8.8875,-64.2454,76.51,82,100,8.9,overcast clouds
640,Morshansk,53.4435,41.8107,59.11,100,98,3.0,overcast clouds
641,Alice Springs,-23.7,133.8833,81.21,21,100,6.91,overcast clouds
642,Jilib,0.4883,42.7854,70.02,96,61,3.0,broken clouds
643,Knysna,-34.0363,23.0471,56.53,87,11,4.21,few clouds
644,Mawlaik,23.6333,94.4167,79.11,91,100,0.47,overcast clouds
645,Shingu,33.7333,135.9833,78.12,61,22,5.44,few clouds
646,Nokaneng,-19.6667,22.2667,67.62,20,0,7.05,clear sky
647,Boa Vista,2.8197,-60.6733,82.38,65,40,4.61,scattered clouds
648,Vanimo,-2.6741,141.3028,86.04,62,100,10.29,overcast clouds
649,Sault Sainte Marie,46.5168,-84.3333,52.09,64,75,16.11,broken clouds
650,Lichinga,-13.3128,35.2406,59.09,58,0,14.97,clear sky
651,Yining,29.0361,114.5636,96.57,36,0,6.04,clear sky
652,Amla,21.9333,78.1167,72.95,79,73,8.05,broken clouds
653,High Rock,26.6208,-78.2833,80.62,79,23,15.46,few clouds
654,Shubarkuduk,49.1447,56.4872,49.17,26,99,13.51,overcast clouds
655,Kamaishi,39.2667,141.8833,73.69,65,0,8.57,clear sky
656,Oranjestad,12.524,-70.027,82.35,83,20,6.91,few clouds
657,Helong,42.5397,128.9972,68.85,64,100,3.33,overcast clouds
658,Matay,28.419,30.7792,74.95,60,0,11.1,clear sky
659,Ormara,25.2088,64.6357,79.03,82,6,11.79,clear sky
660,Svetlaya,46.5389,138.3297,53.26,77,100,7.23,overcast clouds
661,Lillesand,58.2488,8.3778,48.88,87,0,5.75,clear sky
662,Changde,29.0464,111.6783,95.81,39,20,11.65,few clouds
663,Freeport,40.6576,-73.5832,61.02,80,100,16.11,overcast clouds
664,Babu,24.4167,111.5167,87.26,63,43,6.82,scattered clouds
665,Lebedinyy,58.5167,125.5167,24.93,87,100,16.13,light snow
666,Tepalcatepec,19.1833,-102.85,73.63,90,100,2.48,overcast clouds
667,Vila Franca Do Campo,37.7167,-25.4333,73.2,83,97,11.25,overcast clouds
668,Broken Hill,-31.95,141.4333,70.86,28,51,11.59,broken clouds
669,Vangaindrano,-23.35,47.6,67.33,79,76,6.29,broken clouds
670,Uarini,-2.99,-65.1083,72.07,98,100,0.72,overcast clouds
671,Osmena,10.5208,119.9258,84.25,75,100,13.91,overcast clouds
672,Domoni,-12.2569,44.5319,72.99,81,15,2.95,few clouds
673,Itumbiara,-18.4192,-49.2153,78.55,54,32,2.64,scattered clouds
674,Huandacareo,19.9833,-101.2833,64.35,84,64,0.45,broken clouds
675,Cockburn Town,21.4612,-71.1419,83.1,79,92,17.25,overcast clouds
676,Benalla,-36.55,145.9833,61.86,75,96,4.79,overcast clouds
677,Novopokrovka,49.8425,36.5477,59.45,74,100,7.07,overcast clouds
678,Flin Flon,54.7682,-101.865,48.79,65,36,8.68,scattered clouds
679,Rumuruti,0.267,36.5389,55.35,92,14,4.25,few clouds
680,San Andres,12.5847,-81.7006,77.02,100,100,2.3,light intensity drizzle
681,Mzimba,-11.9,33.6,62.08,52,0,11.23,clear sky
682,Alekseyevsk,57.8406,108.3492,32.29,65,98,7.4,light snow
683,Prieta,15.5833,-86.1833,72.68,98,100,1.9,overcast clouds
684,Gijon,43.5357,-5.6615,65.66,94,100,3.18,overcast clouds
685,Te Anau,-45.4167,167.7167,44.19,95,88,0.89,overcast clouds
686,Diapaga,12.0708,1.7889,73.89,88,100,4.65,overcast clouds
687,Liwale,-9.7667,37.9333,61.21,95,0,0.13,clear sky
688,Mitu,1.1983,-70.1733,70.61,99,99,1.48,overcast clouds
689,Nioro,13.35,-15.75,74.86,95,69,4.56,broken clouds
690,Uchiza,-8.4592,-76.4633,69.75,80,19,2.73,few clouds
691,Laibin,23.7,109.2667,86.34,64,24,6.51,few clouds
692,Baft,29.234,56.6057,60.98,18,0,3.13,clear sky
693,Baturaja,-4.1333,104.1667,80.2,81,100,4.41,overcast clouds
694,Heihe,50.2441,127.4902,45.18,64,100,9.78,overcast clouds
695,Srandakan,-7.9386,110.2506,81.37,79,71,9.75,broken clouds
696,La Ronge,55.1001,-105.2842,55.65,71,0,6.91,clear sky
697,Labuan,5.2767,115.2417,86.36,74,20,3.44,few clouds
698,Malente,54.1712,10.5552,51.76,95,16,14.07,few clouds
699,Labuhan,-6.8844,112.2051,87.17,59,97,5.44,overcast clouds
700,Judenburg,47.1667,14.6667,47.23,97,82,4.63,broken clouds
701,San Rafael,-34.6177,-68.3301,65.39,29,61,8.16,broken clouds
702,Imbituba,-28.24,-48.6703,62.55,89,90,5.17,overcast clouds
703,Agadez,19.75,10.25,87.03,26,29,9.69,scattered clouds
704,Kingston,17.997,-76.7936,81.55,87,20,12.66,few clouds
