City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Bubaque,11.2833,-15.8333,75.58,91,100,3.13,GW,2022-09-29 23:35:02
1,Bubaque,11.2833,-15.8333,75.58,91,100,3.13,GW,2022-09-29 23:35:02
